sex,age,state,category,product,price,quantity,purchase_date,total
male,57,america,health,condoms,12.50,10,2016-12-01,125
female,29,france,health,vitamins,35.00,1,2016-02-06,35
female,70,france,gaming,battlefield,40.00,5,2018-10-09,200
female,30,spain,computing,servers,250.00,3,2018-05-13,750
male,44,colombia,computing,printers,135.50,8,2017-04-12,1084
male,74,colombia,fashion,wallet,17.35,4,2019-11-22,69.4
male,22,colombia,appliances,dryers,56.99,2,2016-03-19,113.98
male,51,ireland,appliances,lighting,100.00,7,2017-07-26,700
female,75,france,fashion,bag,65.99,1,2017-10-31,65.99
female,34,ireland,gaming,fallout,99.99,8,2016-10-18,799.92
male,64,nigeria,grocery,pasta,8.00,4,2016-01-03,32
male,43,france,grocery,coffee,12.50,2,2017-02-10,25
male,33,netherland,fashion,bag,65.99,6,2019-09-05,395.94
female,33,nigeria,appliances,dryers,56.99,10,2017-09-07,569.9
male,55,spain,fashion,maternity,165.00,2,2017-01-07,330
male,61,nigeria,grocery,tea,10.00,2,2017-09-05,20
female,57,america,computing,monitors,95.00,7,2016-01-13,665
male,16,colombia,appliances,freezers,120.00,6,2018-10-17,720
male,63,spain,fashion,wallet,17.35,2,2017-07-18,34.7
male,34,netherland,computing,scanners,170.00,10,2019-11-07,1700
female,55,ireland,computing,monitors,95.00,1,2016-11-12,95
male,61,colombia,gaming,battlefield,40.00,9,2019-10-09,360
female,70,netherland,computing,keyboards,40.00,7,2018-05-06,280
female,63,colombia,computing,mice,9.00,3,2019-01-28,27
female,73,spain,grocery,tea,10.00,10,2016-07-07,100
female,19,colombia,health,drinks,7.00,7,2017-04-23,49
male,66,france,health,condoms,12.50,10,2016-07-13,125
male,76,ireland,gaming,pes,35.00,10,2016-11-12,350
male,51,netherland,grocery,coffee,12.50,7,2016-02-15,87.5
female,77,nigeria,grocery,water,3.00,5,2017-09-26,15
male,72,ireland,computing,servers,250.00,1,2017-01-22,250
female,26,ireland,health,pastes,27.50,2,2018-06-09,55
male,39,colombia,gaming,pes,35.00,4,2016-10-16,140
female,70,france,fashion,maternity,165.00,1,2017-12-16,165
male,24,netherland,fashion,shoes,75.99,7,2019-07-28,531.93
female,41,colombia,fashion,bag,65.99,1,2016-06-06,65.99
male,79,nigeria,health,drinks,7.00,3,2019-06-15,21
female,67,nigeria,grocery,tea,10.00,1,2016-04-01,10
male,17,spain,appliances,freezers,120.00,7,2018-07-07,840
female,55,ireland,health,supplements,40.00,2,2016-03-20,80
female,42,america,appliances,dryers,56.99,9,2019-09-20,512.91
female,58,nigeria,computing,scanners,170.00,2,2018-02-09,340
female,63,ireland,fashion,jewellery,135.80,5,2016-11-21,679
male,42,america,gaming,gta,35.00,5,2017-06-26,175
male,40,nigeria,health,supplements,40.00,7,2017-09-15,280
male,25,ireland,computing,keyboards,40.00,10,2019-09-25,400
female,49,netherland,appliances,kettles,55.99,8,2017-03-23,447.92
female,78,netherland,gaming,fallout,99.99,8,2018-10-15,799.92
male,44,america,fashion,wallet,17.35,5,2019-05-25,86.75
female,18,ireland,appliances,dishwashers,90.00,6,2018-05-10,540
male,66,colombia,health,supplements,40.00,4,2017-05-24,160
male,69,france,fashion,shoes,75.99,9,2019-06-11,683.91
female,60,spain,grocery,pasta,8.00,9,2018-04-28,72
female,79,ireland,fashion,wallet,17.35,5,2018-02-12,86.75
female,39,ireland,grocery,pasta,8.00,8,2016-01-29,64
female,27,ireland,health,drinks,7.00,9,2017-10-06,63
male,51,ireland,fashion,wallet,17.35,4,2017-12-22,69.4
male,80,america,grocery,tea,10.00,9,2016-02-14,90
male,20,ireland,grocery,water,3.00,10,2019-10-06,30
female,21,colombia,grocery,rice,85.00,9,2016-08-03,765
female,35,spain,computing,servers,250.00,9,2018-06-24,2250
male,63,france,computing,keyboards,40.00,2,2017-01-29,80
male,42,spain,health,supplements,40.00,5,2016-10-30,200
female,61,ireland,health,condoms,12.50,4,2017-04-29,50
male,57,colombia,health,drinks,7.00,6,2018-11-27,42
male,80,ireland,fashion,bag,65.99,2,2017-08-23,131.98
female,35,spain,gaming,battlefield,40.00,3,2019-06-01,120
female,65,france,health,perfume,90.00,8,2016-09-19,720
female,23,france,grocery,noodles,13.00,8,2017-03-13,104
male,70,netherland,computing,monitors,95.00,3,2016-08-31,285
female,50,france,health,drinks,7.00,1,2019-01-09,7
male,17,france,grocery,noodles,13.00,5,2016-11-23,65
male,20,colombia,fashion,wallet,17.35,4,2018-01-01,69.4
male,70,spain,computing,servers,250.00,2,2016-06-13,500
male,28,america,gaming,gta,35.00,6,2017-09-03,210
female,80,nigeria,appliances,freezers,120.00,6,2017-12-02,720
male,66,france,fashion,wallet,17.35,2,2019-06-18,34.7
male,33,spain,appliances,dryers,56.99,9,2018-07-06,512.91
male,43,netherland,health,supplements,40.00,9,2017-12-20,360
male,22,france,gaming,battlefield,40.00,5,2016-09-20,200
male,27,france,computing,keyboards,40.00,3,2016-01-14,120
male,45,spain,grocery,juice,10.00,9,2018-01-31,90
male,38,ireland,computing,scanners,170.00,1,2018-05-09,170
female,70,netherland,computing,mice,9.00,4,2019-06-26,36
male,72,america,health,vitamins,35.00,5,2017-02-27,175
female,63,france,grocery,water,3.00,4,2018-11-01,12
male,51,netherland,appliances,kettles,55.99,5,2016-10-12,279.95
female,61,america,grocery,tea,10.00,10,2017-05-26,100
female,53,spain,grocery,water,3.00,7,2018-11-29,21
male,50,ireland,appliances,lighting,100.00,7,2019-06-25,700
male,70,netherland,grocery,water,3.00,6,2016-09-12,18
female,67,america,health,drinks,7.00,2,2016-08-04,14
male,44,america,computing,scanners,170.00,6,2018-12-15,1020
female,23,netherland,fashion,swimwear,75.35,2,2019-04-02,150.7
male,34,spain,gaming,gta,35.00,2,2017-05-17,70
female,66,nigeria,appliances,freezers,120.00,6,2019-10-18,720
male,51,netherland,computing,ups,140.35,2,2019-03-17,280.7
female,61,france,health,perfume,90.00,6,2016-04-26,540
male,68,colombia,computing,servers,250.00,6,2018-10-25,1500
female,35,colombia,health,drinks,7.00,4,2018-07-31,28
female,23,nigeria,computing,scanners,170.00,2,2017-05-20,340
female,42,america,computing,mice,9.00,2,2017-09-23,18
female,19,ireland,computing,keyboards,40.00,3,2016-03-10,120
female,16,france,gaming,fifa,35.00,5,2018-10-14,175
female,23,colombia,gaming,fifa,35.00,4,2019-01-02,140
male,23,ireland,fashion,bag,65.99,8,2017-06-15,527.92
male,32,spain,fashion,wallet,17.35,6,2017-06-04,104.1
female,60,netherland,health,drinks,7.00,7,2018-12-05,49
female,78,colombia,gaming,fifa,35.00,2,2018-02-10,70
female,28,ireland,computing,mice,9.00,3,2018-12-09,27
female,61,america,gaming,pes,35.00,2,2019-07-06,70
female,58,ireland,appliances,freezers,120.00,7,2019-05-28,840
male,47,spain,fashion,bag,65.99,1,2016-09-09,65.99
female,20,netherland,health,pastes,27.50,6,2017-05-14,165
male,45,america,gaming,gta,35.00,1,2016-04-07,35
male,16,america,gaming,battlefield,40.00,3,2016-03-30,120
female,76,ireland,fashion,shoes,75.99,2,2019-10-26,151.98
male,57,america,fashion,wallet,17.35,10,2016-09-13,173.5
female,62,spain,computing,scanners,170.00,4,2019-06-06,680
female,68,colombia,appliances,dishwashers,90.00,5,2019-12-26,450
female,75,netherland,computing,mice,9.00,5,2017-01-28,45
male,51,america,fashion,swimwear,75.35,9,2018-09-22,678.15
male,24,nigeria,health,supplements,40.00,1,2019-07-07,40
male,55,ireland,appliances,kettles,55.99,6,2018-12-01,335.94
female,37,ireland,grocery,coffee,12.50,7,2016-12-29,87.5
female,65,netherland,computing,printers,135.50,2,2017-10-20,271
female,30,america,fashion,wallet,17.35,4,2017-08-10,69.4
male,29,colombia,grocery,juice,10.00,8,2017-09-26,80
female,37,nigeria,health,vitamins,35.00,6,2018-06-24,210
male,73,france,health,perfume,90.00,1,2019-07-28,90
male,69,france,fashion,shoes,75.99,2,2018-01-22,151.98
male,27,nigeria,gaming,battlefield,40.00,1,2017-11-28,40
male,77,colombia,computing,keyboards,40.00,8,2017-07-05,320
female,20,netherland,fashion,shoes,75.99,4,2017-09-11,303.96
male,56,ireland,fashion,bag,65.99,10,2016-05-19,659.9
female,23,france,gaming,gta,35.00,6,2019-03-18,210
male,77,nigeria,appliances,lighting,100.00,1,2016-07-26,100
male,24,netherland,appliances,lighting,100.00,1,2018-12-31,100
female,73,nigeria,fashion,maternity,165.00,5,2016-11-23,825
male,23,france,health,supplements,40.00,2,2018-01-25,80
female,70,spain,health,drinks,7.00,9,2016-03-15,63
male,62,netherland,gaming,gta,35.00,7,2018-03-13,245
female,76,netherland,fashion,wallet,17.35,3,2017-03-30,52.05
female,57,netherland,computing,keyboards,40.00,5,2018-08-11,200
male,34,spain,appliances,freezers,120.00,3,2019-03-27,360
male,54,nigeria,gaming,fifa,35.00,5,2019-04-23,175
female,36,nigeria,appliances,lighting,100.00,8,2016-03-19,800
female,48,colombia,gaming,battlefield,40.00,6,2017-11-03,240
male,62,ireland,fashion,maternity,165.00,10,2017-01-22,1650
male,68,colombia,grocery,pasta,8.00,7,2019-05-05,56
female,79,spain,fashion,swimwear,75.35,2,2016-11-03,150.7
male,68,ireland,grocery,rice,85.00,8,2016-03-09,680
female,62,america,fashion,wallet,17.35,7,2017-04-02,121.45
female,33,america,grocery,water,3.00,7,2017-12-28,21
female,31,colombia,fashion,wallet,17.35,4,2017-12-17,69.4
female,32,nigeria,gaming,pes,35.00,5,2018-04-19,175
female,77,netherland,appliances,dryers,56.99,7,2016-05-15,398.93
female,52,netherland,fashion,wallet,17.35,9,2018-08-13,156.15
male,74,france,fashion,swimwear,75.35,4,2017-04-22,301.4
male,29,america,fashion,jewellery,135.80,3,2019-07-25,407.4
male,44,colombia,gaming,fallout,99.99,9,2019-01-26,899.91
female,41,spain,health,vitamins,35.00,9,2016-10-02,315
male,65,america,appliances,kettles,55.99,8,2017-03-03,447.92
female,61,netherland,computing,monitors,95.00,4,2017-02-07,380
male,62,spain,gaming,cod,45.00,2,2016-12-17,90
female,41,ireland,grocery,noodles,13.00,4,2019-06-03,52
male,77,spain,computing,printers,135.50,2,2018-06-01,271
female,73,france,appliances,lighting,100.00,10,2018-06-20,1000
female,72,colombia,health,drinks,7.00,7,2019-10-28,49
female,54,america,computing,monitors,95.00,3,2019-01-08,285
female,45,colombia,computing,mice,9.00,10,2016-10-10,90
male,64,netherland,computing,monitors,95.00,6,2016-07-15,570
female,56,france,fashion,jewellery,135.80,10,2016-09-06,1358
male,63,spain,fashion,bag,65.99,7,2017-11-29,461.93
male,75,netherland,fashion,shoes,75.99,1,2019-09-19,75.99
female,74,spain,grocery,juice,10.00,1,2017-05-09,10
male,51,america,grocery,noodles,13.00,2,2018-11-26,26
male,27,nigeria,computing,ups,140.35,5,2018-07-22,701.75
male,59,france,health,pastes,27.50,9,2018-04-30,247.5
female,53,spain,grocery,coffee,12.50,10,2018-11-16,125
male,38,spain,gaming,pes,35.00,6,2016-06-04,210
female,62,spain,grocery,juice,10.00,10,2019-04-25,100
male,37,spain,appliances,lighting,100.00,7,2016-06-08,700
male,23,ireland,fashion,jewellery,135.80,5,2019-09-26,679
male,71,netherland,computing,printers,135.50,4,2017-11-05,542
male,33,nigeria,computing,printers,135.50,4,2019-12-22,542
male,25,spain,gaming,battlefield,40.00,6,2016-09-01,240
female,16,france,health,drinks,7.00,7,2016-04-11,49
male,42,france,grocery,coffee,12.50,1,2017-02-08,12.5
male,48,nigeria,gaming,uncharted,30.00,2,2017-05-29,60
male,58,nigeria,grocery,coffee,12.50,9,2019-09-22,112.5
male,22,ireland,appliances,lighting,100.00,5,2016-06-29,500
female,51,america,computing,servers,250.00,5,2017-07-27,1250
female,51,nigeria,health,drinks,7.00,5,2016-01-27,35
female,20,netherland,appliances,dishwashers,90.00,6,2019-07-24,540
female,40,colombia,health,vitamins,35.00,6,2017-01-03,210
female,48,colombia,fashion,shoes,75.99,5,2016-12-09,379.95
male,54,netherland,fashion,shoes,75.99,10,2018-07-20,759.9
male,55,france,gaming,fifa,35.00,8,2019-05-22,280
female,80,france,computing,printers,135.50,1,2019-05-09,135.5
female,29,nigeria,computing,printers,135.50,8,2018-10-17,1084
male,40,america,computing,mice,9.00,1,2018-12-15,9
male,23,france,grocery,coffee,12.50,6,2018-02-14,75
female,55,netherland,health,vitamins,35.00,8,2017-04-25,280
male,78,france,fashion,bag,65.99,6,2016-10-31,395.94
female,77,america,fashion,wallet,17.35,5,2017-04-06,86.75
male,67,netherland,appliances,freezers,120.00,2,2016-01-07,240
male,37,colombia,health,supplements,40.00,8,2016-11-05,320
female,57,france,computing,printers,135.50,2,2019-10-26,271
male,22,netherland,computing,servers,250.00,4,2019-04-22,1000
female,24,nigeria,appliances,dishwashers,90.00,3,2016-10-25,270
female,30,colombia,gaming,gta,35.00,8,2016-11-13,280
male,58,america,computing,monitors,95.00,3,2017-09-29,285
female,67,spain,gaming,fallout,99.99,8,2017-12-01,799.92
male,43,netherland,fashion,shoes,75.99,1,2019-02-21,75.99
male,66,ireland,appliances,dryers,56.99,2,2016-04-23,113.98
female,41,netherland,grocery,noodles,13.00,9,2017-10-30,117
female,37,colombia,computing,printers,135.50,10,2016-03-11,1355
female,63,colombia,gaming,battlefield,40.00,4,2016-10-04,160
female,67,colombia,gaming,uncharted,30.00,3,2019-03-17,90
male,52,colombia,health,supplements,40.00,2,2017-01-01,80
male,78,netherland,gaming,fallout,99.99,9,2016-11-12,899.91
male,17,america,health,condoms,12.50,8,2016-01-22,100
male,41,ireland,computing,monitors,95.00,7,2017-02-18,665
male,34,nigeria,computing,printers,135.50,5,2019-11-20,677.5
female,49,spain,fashion,bag,65.99,5,2019-02-01,329.95
male,76,colombia,computing,scanners,170.00,5,2016-12-21,850
male,63,spain,fashion,swimwear,75.35,3,2018-11-18,226.05
female,65,ireland,grocery,rice,85.00,10,2018-03-09,850
female,46,ireland,fashion,shoes,75.99,9,2019-04-20,683.91
male,62,france,health,pastes,27.50,6,2018-01-07,165
female,23,netherland,health,drinks,7.00,9,2017-05-27,63
male,72,colombia,grocery,noodles,13.00,10,2016-03-21,130
female,59,nigeria,health,pastes,27.50,3,2016-10-08,82.5
female,40,america,appliances,lighting,100.00,2,2019-11-11,200
female,48,ireland,appliances,dishwashers,90.00,8,2018-02-10,720
male,31,america,computing,keyboards,40.00,8,2016-01-24,320
male,17,ireland,computing,ups,140.35,5,2018-05-28,701.75
male,34,netherland,appliances,lighting,100.00,4,2019-06-04,400
male,28,colombia,computing,monitors,95.00,9,2016-10-23,855
female,34,nigeria,computing,servers,250.00,8,2017-05-29,2000
female,37,spain,health,pastes,27.50,3,2016-05-24,82.5
female,63,ireland,computing,monitors,95.00,9,2019-12-06,855
male,42,netherland,computing,keyboards,40.00,4,2019-08-11,160
female,70,spain,fashion,jewellery,135.80,9,2019-01-21,1222.2
female,78,netherland,appliances,freezers,120.00,3,2017-01-21,360
female,76,ireland,gaming,battlefield,40.00,6,2018-02-25,240
female,79,america,computing,keyboards,40.00,5,2016-12-08,200
male,33,france,computing,keyboards,40.00,4,2018-06-24,160
female,46,nigeria,grocery,noodles,13.00,6,2017-05-05,78
male,26,spain,health,supplements,40.00,1,2019-05-26,40
female,64,france,fashion,swimwear,75.35,9,2019-12-14,678.15
male,68,ireland,health,drinks,7.00,5,2019-05-17,35
male,33,ireland,computing,ups,140.35,1,2016-09-09,140.35
female,42,spain,computing,keyboards,40.00,6,2016-08-26,240
male,26,colombia,computing,keyboards,40.00,6,2016-10-31,240
female,42,france,computing,keyboards,40.00,5,2019-10-21,200
male,47,america,health,drinks,7.00,8,2016-01-17,56
female,29,spain,grocery,juice,10.00,6,2019-04-07,60
male,43,america,gaming,fifa,35.00,6,2018-02-01,210
female,50,france,appliances,freezers,120.00,2,2018-07-31,240
female,74,nigeria,appliances,freezers,120.00,2,2017-09-02,240
female,32,ireland,appliances,lighting,100.00,6,2019-03-10,600
female,55,colombia,health,vitamins,35.00,8,2017-07-19,280
female,54,netherland,computing,keyboards,40.00,5,2018-06-11,200
male,45,america,appliances,freezers,120.00,1,2017-02-27,120
female,32,nigeria,fashion,swimwear,75.35,9,2016-04-24,678.15
male,29,netherland,health,perfume,90.00,5,2017-02-23,450
female,59,america,grocery,pasta,8.00,3,2016-12-06,24
female,70,ireland,appliances,dishwashers,90.00,10,2018-02-26,900
male,55,colombia,gaming,pes,35.00,2,2019-02-17,70
female,37,spain,grocery,pasta,8.00,3,2018-03-02,24
female,64,colombia,fashion,wallet,17.35,9,2018-10-13,156.15
female,54,spain,health,vitamins,35.00,9,2018-01-16,315
male,62,nigeria,grocery,juice,10.00,4,2017-02-10,40
male,63,france,health,pastes,27.50,4,2017-03-28,110
male,20,spain,computing,mice,9.00,10,2016-03-03,90
female,26,america,fashion,bag,65.99,3,2019-03-27,197.97
male,36,netherland,appliances,kettles,55.99,2,2018-07-13,111.98
male,56,france,health,drinks,7.00,7,2017-01-08,49
female,67,france,grocery,water,3.00,6,2018-04-25,18
male,54,america,computing,printers,135.50,3,2016-04-10,406.5
male,58,nigeria,computing,ups,140.35,2,2016-11-06,280.7
male,19,america,grocery,water,3.00,3,2018-03-05,9
female,36,netherland,fashion,wallet,17.35,4,2019-07-18,69.4
male,55,spain,appliances,lighting,100.00,2,2016-09-16,200
female,28,spain,computing,mice,9.00,4,2018-06-01,36
male,25,spain,health,supplements,40.00,3,2017-05-24,120
male,57,spain,computing,monitors,95.00,6,2019-04-15,570
male,21,colombia,health,supplements,40.00,1,2018-06-01,40
female,61,france,appliances,dryers,56.99,2,2019-01-18,113.98
female,52,colombia,gaming,gta,35.00,3,2016-03-30,105
male,61,colombia,computing,printers,135.50,2,2019-09-03,271
female,59,france,gaming,pes,35.00,3,2017-05-22,105
male,67,france,health,perfume,90.00,10,2016-01-17,900
female,42,netherland,gaming,uncharted,30.00,5,2018-04-10,150
female,40,america,health,pastes,27.50,6,2018-10-19,165
male,65,nigeria,fashion,jewellery,135.80,10,2019-12-21,1358
male,28,america,health,supplements,40.00,2,2019-11-16,80
male,60,spain,gaming,uncharted,30.00,1,2016-10-06,30
male,62,colombia,health,condoms,12.50,2,2016-06-20,25
female,54,netherland,fashion,bag,65.99,10,2018-09-29,659.9
male,67,ireland,fashion,bag,65.99,3,2019-03-04,197.97
female,26,france,grocery,water,3.00,4,2019-11-15,12
female,33,colombia,fashion,shoes,75.99,4,2017-03-06,303.96
male,75,ireland,fashion,bag,65.99,5,2019-05-17,329.95
female,46,spain,gaming,fallout,99.99,9,2016-11-26,899.91
female,23,netherland,gaming,cod,45.00,8,2018-06-16,360
female,48,nigeria,appliances,kettles,55.99,2,2019-08-19,111.98
male,52,spain,gaming,pes,35.00,2,2017-10-22,70
male,24,spain,grocery,juice,10.00,2,2017-04-13,20
female,34,ireland,health,supplements,40.00,6,2019-12-28,240
female,65,spain,computing,mice,9.00,1,2018-02-27,9
male,57,colombia,computing,mice,9.00,6,2019-01-26,54
male,18,netherland,computing,mice,9.00,1,2016-10-08,9
male,18,america,gaming,fifa,35.00,5,2016-10-10,175
male,69,netherland,computing,scanners,170.00,2,2016-04-21,340
female,64,france,gaming,fifa,35.00,10,2019-11-02,350
female,23,ireland,gaming,fallout,99.99,8,2016-04-05,799.92
male,19,netherland,fashion,wallet,17.35,3,2019-09-11,52.05
male,49,ireland,fashion,maternity,165.00,2,2019-06-27,330
male,51,netherland,health,supplements,40.00,7,2018-02-25,280
male,61,america,gaming,uncharted,30.00,2,2016-09-21,60
female,69,spain,health,condoms,12.50,5,2018-04-25,62.5
male,63,nigeria,health,drinks,7.00,5,2017-04-14,35
female,29,france,grocery,juice,10.00,5,2018-06-05,50
male,27,ireland,health,pastes,27.50,4,2017-12-17,110
male,43,america,fashion,maternity,165.00,8,2019-09-01,1320
female,50,spain,computing,monitors,95.00,3,2016-06-26,285
female,25,ireland,appliances,kettles,55.99,8,2019-10-25,447.92
male,67,france,appliances,dryers,56.99,2,2019-06-21,113.98
male,29,ireland,gaming,fallout,99.99,2,2018-08-13,199.98
male,61,colombia,computing,scanners,170.00,1,2018-06-10,170
male,70,netherland,gaming,battlefield,40.00,3,2018-11-08,120
female,49,ireland,appliances,lighting,100.00,1,2019-03-23,100
female,60,spain,health,drinks,7.00,10,2016-12-23,70
male,19,spain,fashion,shoes,75.99,2,2019-07-05,151.98
male,36,ireland,computing,mice,9.00,2,2016-11-23,18
female,49,netherland,grocery,water,3.00,5,2019-03-19,15
female,40,ireland,computing,keyboards,40.00,8,2019-06-08,320
female,50,spain,grocery,noodles,13.00,2,2016-03-13,26
male,49,ireland,health,perfume,90.00,9,2017-09-29,810
female,21,ireland,gaming,fifa,35.00,6,2016-05-02,210
male,74,america,grocery,water,3.00,8,2018-05-25,24
female,26,france,fashion,bag,65.99,5,2019-12-25,329.95
male,20,colombia,health,perfume,90.00,6,2016-03-21,540
male,72,colombia,appliances,lighting,100.00,6,2017-12-02,600
female,30,colombia,grocery,noodles,13.00,4,2017-05-10,52
female,17,colombia,health,perfume,90.00,7,2018-11-28,630
female,58,nigeria,grocery,rice,85.00,7,2018-09-19,595
female,48,nigeria,gaming,fifa,35.00,4,2018-06-27,140
male,23,france,health,vitamins,35.00,5,2017-09-06,175
male,33,ireland,appliances,lighting,100.00,1,2019-07-18,100
female,36,nigeria,fashion,wallet,17.35,2,2019-12-22,34.7
female,62,spain,computing,servers,250.00,10,2019-05-17,2500
male,34,america,fashion,swimwear,75.35,10,2018-11-04,753.5
female,24,spain,grocery,water,3.00,5,2019-04-05,15
female,79,colombia,fashion,bag,65.99,1,2018-03-31,65.99
female,53,america,health,condoms,12.50,1,2017-10-16,12.5
female,50,colombia,grocery,coffee,12.50,2,2017-08-31,25
female,77,netherland,gaming,fallout,99.99,4,2018-01-18,399.96
female,36,ireland,fashion,bag,65.99,1,2016-01-12,65.99
female,60,france,grocery,pasta,8.00,9,2018-02-22,72
male,62,nigeria,computing,ups,140.35,6,2017-11-16,842.1
male,28,colombia,grocery,rice,85.00,3,2019-01-18,255
female,39,netherland,computing,monitors,95.00,4,2019-01-28,380
male,35,america,gaming,gta,35.00,9,2016-01-06,315
male,65,spain,fashion,maternity,165.00,4,2019-04-24,660
male,28,colombia,health,vitamins,35.00,5,2019-01-22,175
male,49,nigeria,computing,servers,250.00,1,2017-03-01,250
male,60,spain,fashion,jewellery,135.80,4,2017-08-06,543.2
female,22,colombia,health,condoms,12.50,6,2019-01-03,75
male,78,ireland,fashion,jewellery,135.80,8,2018-11-03,1086.4
male,18,america,grocery,tea,10.00,7,2017-02-17,70
male,44,ireland,computing,printers,135.50,5,2017-04-16,677.5
female,31,ireland,grocery,noodles,13.00,8,2018-09-07,104
male,23,nigeria,grocery,tea,10.00,5,2017-04-12,50
female,42,france,appliances,dishwashers,90.00,5,2016-06-26,450
female,19,america,health,condoms,12.50,3,2019-10-15,37.5
female,48,ireland,health,drinks,7.00,9,2016-05-29,63
male,36,nigeria,fashion,bag,65.99,8,2019-07-23,527.92
male,29,colombia,fashion,wallet,17.35,4,2016-03-29,69.4
male,47,nigeria,health,vitamins,35.00,9,2019-12-06,315
female,33,ireland,appliances,dishwashers,90.00,3,2018-09-08,270
male,21,spain,gaming,uncharted,30.00,8,2017-03-07,240
female,33,ireland,appliances,kettles,55.99,3,2019-11-18,167.97
female,76,netherland,gaming,fallout,99.99,2,2019-04-08,199.98
female,67,america,health,supplements,40.00,9,2019-07-02,360
female,26,nigeria,appliances,dryers,56.99,4,2017-04-26,227.96
male,76,colombia,gaming,battlefield,40.00,9,2017-07-23,360
female,34,america,fashion,maternity,165.00,1,2016-12-25,165
female,41,nigeria,fashion,swimwear,75.35,2,2017-01-26,150.7
female,56,france,fashion,shoes,75.99,7,2019-07-10,531.93
female,21,nigeria,grocery,pasta,8.00,7,2017-12-25,56
female,19,france,grocery,noodles,13.00,6,2017-10-30,78
male,29,spain,grocery,coffee,12.50,8,2016-03-07,100
male,61,ireland,gaming,cod,45.00,9,2016-11-14,405
female,28,nigeria,health,vitamins,35.00,9,2019-10-05,315
male,35,spain,grocery,tea,10.00,1,2018-01-09,10
female,21,ireland,grocery,water,3.00,7,2018-04-26,21
female,24,ireland,fashion,maternity,165.00,5,2017-02-21,825
female,54,nigeria,fashion,wallet,17.35,3,2016-07-24,52.05
female,66,nigeria,computing,printers,135.50,10,2016-06-09,1355
female,73,colombia,gaming,fifa,35.00,7,2019-05-12,245
male,44,nigeria,gaming,cod,45.00,5,2016-01-24,225
female,19,france,appliances,kettles,55.99,2,2017-10-03,111.98
male,21,netherland,appliances,lighting,100.00,6,2018-08-13,600
female,48,america,fashion,maternity,165.00,5,2017-08-02,825
female,21,colombia,fashion,wallet,17.35,9,2019-06-17,156.15
male,33,spain,grocery,pasta,8.00,1,2017-10-26,8
male,80,america,gaming,gta,35.00,4,2019-05-07,140
male,42,nigeria,fashion,maternity,165.00,2,2018-01-14,330
male,34,ireland,computing,printers,135.50,10,2016-05-14,1355
male,26,france,fashion,maternity,165.00,5,2016-02-08,825
female,16,france,computing,keyboards,40.00,6,2017-01-28,240
female,77,france,gaming,fifa,35.00,2,2017-04-07,70
female,20,nigeria,grocery,coffee,12.50,1,2018-12-13,12.5
male,71,america,gaming,fifa,35.00,6,2018-01-19,210
female,26,netherland,grocery,pasta,8.00,5,2018-08-15,40
female,47,netherland,fashion,wallet,17.35,6,2019-05-09,104.1
male,53,netherland,computing,mice,9.00,8,2016-12-20,72
male,70,nigeria,grocery,water,3.00,9,2017-04-04,27
female,44,ireland,appliances,lighting,100.00,8,2017-08-22,800
female,28,nigeria,grocery,juice,10.00,10,2017-09-04,100
male,19,spain,gaming,fifa,35.00,7,2019-08-06,245
female,55,netherland,computing,printers,135.50,4,2018-12-25,542
male,35,netherland,appliances,kettles,55.99,9,2019-07-12,503.91
female,52,ireland,gaming,cod,45.00,6,2017-08-18,270
female,49,spain,health,drinks,7.00,5,2019-02-16,35
male,57,ireland,gaming,fifa,35.00,8,2016-10-04,280
female,38,nigeria,appliances,dryers,56.99,6,2016-07-23,341.94
male,27,spain,fashion,maternity,165.00,5,2017-03-29,825
female,39,nigeria,fashion,jewellery,135.80,2,2016-01-13,271.6
female,79,america,health,condoms,12.50,7,2018-06-21,87.5
male,38,nigeria,health,drinks,7.00,9,2019-02-10,63
male,51,france,fashion,maternity,165.00,4,2018-04-14,660
female,52,colombia,computing,servers,250.00,9,2019-05-08,2250
male,31,netherland,gaming,uncharted,30.00,7,2016-09-29,210
female,30,ireland,appliances,dishwashers,90.00,1,2018-03-16,90
female,73,america,fashion,swimwear,75.35,4,2018-07-07,301.4
female,64,netherland,grocery,juice,10.00,2,2019-11-06,20
male,51,nigeria,health,condoms,12.50,7,2019-05-07,87.5
male,77,spain,grocery,tea,10.00,2,2016-09-27,20
female,58,spain,grocery,tea,10.00,10,2019-08-06,100
female,23,netherland,gaming,uncharted,30.00,3,2018-04-19,90
male,31,spain,fashion,maternity,165.00,7,2019-09-25,1155
male,45,nigeria,appliances,freezers,120.00,7,2016-03-08,840
male,71,netherland,grocery,pasta,8.00,8,2017-10-07,64
male,57,america,fashion,wallet,17.35,7,2018-09-15,121.45
female,40,america,fashion,maternity,165.00,7,2016-06-28,1155
male,22,ireland,fashion,jewellery,135.80,10,2018-04-29,1358
female,34,ireland,gaming,pes,35.00,6,2019-03-12,210
female,52,spain,computing,ups,140.35,9,2019-07-02,1263.15
female,22,america,computing,scanners,170.00,9,2017-05-04,1530
female,53,spain,computing,ups,140.35,8,2019-02-11,1122.8
female,23,ireland,grocery,water,3.00,1,2016-12-13,3
female,39,netherland,fashion,jewellery,135.80,8,2019-12-04,1086.4
female,34,spain,appliances,freezers,120.00,1,2017-11-04,120
male,77,netherland,health,drinks,7.00,3,2019-08-28,21
